product_id,product_name,category,brand,price,cost,stock_quantity,weight_kg,rating,review_count,launch_date,is_bestseller,supplier_country
PROD_00220,Sharable maximized array,Beauty,BrandB,182.26,133.34,422,9.13,1.1,1921,2023-11-13,False,South Korea
PROD_00221,Cross-platform systemic website,Clothing,BrandB,31.21,19.47,216,0.2,3.1,1526,2023-04-01,False,South Korea
PROD_00222,Automated well-modulated initiative,Beauty,BrandE,22.34,15.47,48,1.28,3.2,2726,2023-02-03,False,USA
PROD_00223,Upgradable optimal service-desk,Home & Garden,BrandD,351.07,233.92,851,5.43,3.5,3946,2023-02-27,False,South Korea
PROD_00224,Phased systematic synergy,Beauty,BrandE,141.35,85.57,338,8.9,3.9,3797,2023-05-21,False,China
PROD_00225,Proactive exuding website,Automotive,BrandD,289.96,182.16,167,9.39,1.4,2372,2023-01-26,False,Germany
PROD_00226,Upgradable demand-driven infrastructure,Beauty,Generic,54.32,37.06,756,3.62,2.9,354,2024-06-05,False,South Korea
PROD_00227,Sharable cohesive Graphical User Interface,Home & Garden,BrandD,155.53,99.41,762,3.12,2.0,1528,2022-10-21,False,Germany
PROD_00228,Extended multi-tasking Internet solution,Sports,BrandB,658.31,468.06,227,8.01,1.3,3832,2023-01-19,False,Japan
PROD_00229,Quality-focused contextually-based contingency,Electronics,BrandD,896.2,545.65,393,3.0,3.6,1191,2023-02-26,False,China
PROD_00230,Innovative homogeneous info-mediaries,Sports,BrandC,478.49,382.24,587,8.88,2.5,4619,2025-06-04,False,China
PROD_00231,Proactive foreground process improvement,Clothing,BrandC,39.32,31.4,984,1.94,1.8,2819,2022-10-03,False,China
PROD_00232,Horizontal regional task-force,Books,BrandA,42.2,28.78,627,3.34,3.4,2660,2025-01-21,False,Japan
PROD_00233,Reactive foreground Local Area Network,Books,BrandD,33.45,22.26,521,1.74,3.3,3145,2023-08-23,False,USA
PROD_00234,Face-to-face needs-based Graphical User Interface,Clothing,BrandD,110.26,86.42,60,1.61,4.4,3528,2023-02-09,True,China
PROD_00235,Optional fresh-thinking architecture,Beauty,BrandD,158.76,102.73,935,8.11,3.5,482,2024-02-03,False,China
PROD_00236,Multi-layered empowering project,Beauty,BrandE,78.93,49.61,133,7.56,2.4,2491,2023-06-13,False,South Korea
PROD_00237,Cross-platform zero tolerance projection,Sports,BrandB,747.6,508.65,923,0.43,1.6,2182,2023-12-25,False,South Korea
PROD_00238,Optional bottom-line parallelism,Electronics,BrandE,317.39,222.25,616,3.16,4.5,4346,2024-09-21,True,Germany
PROD_00239,Monitored attitude-oriented task-force,Home & Garden,BrandC,344.24,223.83,647,8.42,2.0,1338,2023-12-22,False,Germany
PROD_00240,Synergistic grid-enabled contingency,Automotive,BrandE,187.76,135.47,581,9.41,3.5,2250,2023-11-04,False,South Korea
PROD_00241,Ergonomic composite Graphical User Interface,Home & Garden,BrandC,217.06,142.38,669,9.18,2.7,3085,2025-04-07,False,China
PROD_00242,Cloned incremental emulation,Clothing,BrandA,230.21,154.87,620,0.47,1.9,3163,2023-01-01,False,South Korea
PROD_00243,Multi-channeled explicit throughput,Beauty,Generic,107.56,84.1,186,2.73,3.9,720,2025-02-02,False,Japan
PROD_00244,Innovative background access,Beauty,Generic,45.46,32.91,444,6.87,4.2,4642,2023-10-18,True,USA
PROD_00245,Multi-tiered dedicated toolset,Clothing,BrandA,198.57,157.35,593,1.54,3.1,4109,2024-09-23,False,Germany
PROD_00246,Persevering intermediate encoding,Beauty,BrandE,179.15,114.2,296,9.89,3.6,1234,2024-12-10,False,Japan
PROD_00247,Optional even-keeled portal,Clothing,BrandB,33.87,26.54,209,0.74,4.7,1145,2024-04-08,True,South Korea
PROD_00248,Automated client-driven project,Electronics,BrandC,1403.2,905.76,148,1.13,3.8,1081,2023-11-26,False,Japan
PROD_00249,Assimilated zero tolerance productivity,Books,BrandD,22.17,17.65,364,2.14,1.7,1116,2023-07-17,False,China
PROD_00250,Public-key static service-desk,Automotive,BrandB,159.93,97.18,833,2.55,1.9,67,2023-03-29,False,South Korea
PROD_00251,Decentralized 3rdgeneration time-frame,Beauty,BrandC,23.85,15.53,278,9.2,3.8,3175,2022-12-18,False,China
PROD_00252,Synergized value-added success,Clothing,BrandE,271.27,196.47,611,0.57,1.8,1432,2024-03-31,False,Japan
PROD_00253,Re-contextualized radical monitoring,Automotive,BrandC,195.8,127.78,202,6.13,2.0,3814,2023-04-23,False,USA
PROD_00254,Networked zero administration productivity,Automotive,BrandC,305.32,195.03,774,9.01,2.5,2775,2025-06-01,False,South Korea
PROD_00255,Decentralized tertiary Local Area Network,Electronics,BrandD,1186.16,803.04,628,4.63,1.2,3166,2024-08-04,False,Germany
PROD_00256,Team-oriented 6thgeneration hardware,Books,BrandA,44.75,28.57,661,3.51,1.5,1455,2024-07-25,False,Germany
PROD_00257,Reduced client-server knowledge user,Home & Garden,BrandC,394.47,249.66,909,3.07,5.0,2241,2025-04-10,True,China
PROD_00258,Re-engineered heuristic system engine,Beauty,BrandC,177.38,128.49,500,0.78,2.9,3075,2025-03-27,False,Japan
PROD_00259,Monitored executive orchestration,Books,Generic,13.19,10.49,206,7.0,3.6,3881,2025-06-21,False,South Korea
PROD_00260,Reactive regional application,Electronics,BrandA,218.76,162.26,653,3.67,4.7,1433,2022-11-27,True,China
PROD_00261,Ergonomic neutral utilization,Sports,BrandC,460.06,294.27,658,8.43,4.9,4045,2022-07-06,True,China
PROD_00262,Digitized methodical ability,Beauty,BrandC,82.96,52.72,516,0.15,4.2,4679,2024-04-23,True,China
PROD_00263,Public-key discrete interface,Automotive,Generic,723.78,493.47,106,7.02,3.3,1277,2024-05-01,False,USA
PROD_00264,Expanded impactful project,Automotive,BrandD,1128.41,809.62,756,3.04,2.2,905,2025-07-02,False,Germany
PROD_00265,Profit-focused client-server installation,Sports,BrandC,60.43,43.48,495,3.41,3.5,2662,2024-10-22,False,China
PROD_00266,Organized 24/7 pricing structure,Clothing,BrandB,138.04,108.33,134,1.8,3.7,1692,2023-09-17,False,China
PROD_00267,Fully-configurable coherent moderator,Clothing,Generic,215.75,160.32,243,0.79,2.1,4365,2023-02-27,False,Germany
PROD_00268,Virtual contextually-based array,Automotive,BrandC,605.54,365.6,905,6.48,1.7,3766,2023-04-27,False,South Korea
PROD_00269,Inverse intangible functionalities,Electronics,BrandD,1279.76,777.9,378,4.45,4.1,4014,2023-04-08,True,China
PROD_00270,Distributed full-range groupware,Sports,BrandA,221.42,157.85,629,6.92,1.6,1284,2023-07-11,False,South Korea
PROD_00271,Proactive local concept,Sports,Generic,458.87,328.67,865,3.57,4.8,920,2024-09-18,True,USA
PROD_00272,Monitored systematic hierarchy,Beauty,Generic,92.4,58.52,194,1.23,4.6,1819,2023-04-07,True,South Korea
PROD_00273,Seamless value-added task-force,Clothing,BrandB,249.36,183.28,277,1.0,1.3,2707,2024-01-13,False,Japan
PROD_00274,Assimilated methodical knowledge user,Beauty,BrandB,66.86,45.46,389,3.76,4.7,4917,2023-10-16,True,USA
PROD_00275,Switchable even-keeled capability,Home & Garden,Generic,48.17,32.39,562,9.33,1.7,2425,2024-07-09,False,China
PROD_00276,Intuitive incremental algorithm,Beauty,BrandE,159.45,104.11,385,4.48,4.9,3916,2025-05-22,True,USA
PROD_00277,Universal optimizing process improvement,Home & Garden,BrandC,262.14,196.66,874,6.46,2.9,4524,2025-07-02,False,China
PROD_00278,Compatible user-facing help-desk,Sports,BrandB,520.5,377.39,741,3.46,1.3,3682,2023-10-16,False,USA
PROD_00279,Distributed optimizing challenge,Sports,BrandD,404.3,283.26,61,7.7,4.7,2887,2024-11-23,True,South Korea
PROD_00280,Monitored stable firmware,Home & Garden,Generic,362.27,221.16,594,7.4,3.3,4922,2023-01-08,False,China
PROD_00281,Re-engineered real-time throughput,Beauty,BrandB,75.65,48.58,34,3.69,4.6,2307,2023-06-17,True,South Korea
PROD_00282,Decentralized incremental middleware,Home & Garden,BrandA,341.18,260.32,267,3.52,4.5,3254,2024-07-03,True,USA
PROD_00283,Pre-emptive well-modulated success,Sports,BrandB,67.16,46.0,501,2.69,1.9,971,2023-01-06,False,Germany
PROD_00284,Configurable 3rdgeneration conglomeration,Electronics,BrandA,689.34,540.61,722,3.89,3.8,4735,2023-09-07,False,South Korea
PROD_00285,Synergistic hybrid throughput,Electronics,BrandC,1766.14,1099.01,288,3.31,3.5,3328,2025-06-09,False,Japan
PROD_00286,Devolved eco-centric matrix,Clothing,BrandD,227.24,150.0,428,0.81,2.8,923,2024-03-05,False,Germany
PROD_00287,Re-contextualized asynchronous functionalities,Beauty,BrandE,67.07,46.29,764,6.7,1.5,4953,2023-06-09,False,South Korea
PROD_00288,Inverse client-driven project,Books,BrandC,38.02,27.1,711,7.98,3.7,2119,2025-06-06,False,Germany
PROD_00289,Face-to-face 3rdgeneration extranet,Sports,BrandC,492.29,363.97,954,9.32,1.2,4683,2024-07-24,False,South Korea
PROD_00290,Synchronized background protocol,Electronics,BrandB,669.97,414.08,314,2.65,1.6,3256,2024-06-26,False,Germany
PROD_00291,Realigned high-level interface,Electronics,BrandA,467.25,302.67,351,3.19,3.1,4557,2023-04-02,False,Japan
PROD_00292,Managed clear-thinking portal,Beauty,BrandB,118.07,88.6,650,9.35,2.1,1854,2024-10-29,False,USA
PROD_00293,Quality-focused local approach,Automotive,BrandD,627.94,494.99,516,9.21,4.4,850,2024-09-05,True,China
PROD_00294,Quality-focused real-time implementation,Home & Garden,BrandD,210.66,149.62,919,8.78,1.7,3307,2024-10-30,False,Japan
PROD_00295,Inverse 24/7 software,Automotive,BrandE,737.75,553.98,411,6.81,4.1,4419,2024-02-16,True,Japan
PROD_00296,Intuitive dedicated pricing structure,Electronics,Generic,1664.71,1289.23,845,1.66,1.4,2906,2024-03-04,False,USA
PROD_00297,Phased real-time archive,Clothing,BrandC,236.69,180.31,678,0.3,2.7,2770,2025-02-01,False,Germany
PROD_00298,Virtual directional encoding,Clothing,BrandE,78.76,58.39,474,0.65,4.7,856,2023-01-11,True,South Korea
PROD_00299,Versatile analyzing archive,Home & Garden,BrandD,47.22,33.01,54,1.82,2.8,2020,2023-10-31,False,China
PROD_00300,Profound fault-tolerant system engine,Electronics,BrandB,1131.35,756.8,859,4.76,1.8,3367,2023-01-27,False,Germany
PROD_00301,Cross-group optimizing groupware,Books,BrandE,22.38,14.82,484,9.76,1.7,2903,2024-11-26,False,Japan
PROD_00302,Compatible web-enabled database,Home & Garden,BrandD,304.13,194.84,839,8.83,3.5,4131,2022-12-10,False,Germany
PROD_00303,Re-contextualized attitude-oriented task-force,Automotive,Generic,677.17,470.17,934,9.93,3.0,4353,2022-12-24,False,Japan
PROD_00304,Cross-group client-server interface,Home & Garden,BrandE,483.43,328.57,449,2.74,4.7,2157,2024-08-30,True,Japan
PROD_00305,User-friendly tangible architecture,Electronics,BrandB,1431.48,1037.08,86,3.35,2.0,2880,2023-09-11,False,Germany
PROD_00306,Public-key modular open system,Sports,BrandB,783.61,601.91,777,6.35,2.2,3671,2023-04-10,False,South Korea
PROD_00307,Streamlined upward-trending synergy,Books,Generic,47.23,30.69,523,8.2,1.6,4239,2024-08-31,False,USA
PROD_00308,Re-engineered system-worthy hub,Sports,BrandE,166.57,124.43,913,7.51,3.1,2329,2023-11-06,False,USA
PROD_00309,Versatile clear-thinking productivity,Clothing,BrandD,27.92,16.82,40,1.76,1.5,739,2023-05-11,False,China
PROD_00310,Future-proofed secondary instruction set,Electronics,BrandA,330.83,222.4,927,4.15,3.4,4444,2025-04-21,False,USA
PROD_00311,Monitored motivating initiative,Beauty,BrandD,91.44,69.75,397,0.93,3.0,4703,2022-12-22,False,USA
PROD_00312,Balanced maximized time-frame,Automotive,Generic,344.76,218.41,661,2.22,2.1,3221,2022-11-13,False,Germany
PROD_00313,Managed actuating infrastructure,Automotive,BrandC,63.41,45.88,390,5.34,2.8,301,2025-04-08,False,USA
PROD_00314,Re-contextualized responsive protocol,Beauty,BrandE,135.02,88.69,843,3.57,3.9,1114,2025-05-24,False,Germany
PROD_00315,Public-key holistic orchestration,Clothing,BrandC,190.9,146.6,684,1.72,3.3,372,2024-10-15,False,China
PROD_00316,Business-focused eco-centric matrix,Sports,BrandD,245.45,170.66,181,4.47,2.7,4617,2025-04-10,False,Germany
PROD_00317,Synergistic disintermediate installation,Automotive,BrandA,1023.63,745.32,215,2.17,4.7,2804,2023-12-01,True,USA
PROD_00318,Synchronized secondary initiative,Clothing,BrandE,39.03,29.02,818,0.64,4.0,1719,2025-05-02,False,South Korea
PROD_00319,Mandatory attitude-oriented algorithm,Books,Generic,43.21,32.37,858,4.2,3.9,1010,2022-07-18,False,USA
PROD_00320,Optional multimedia paradigm,Sports,Generic,706.36,443.96,73,5.78,4.0,4114,2024-04-06,False,USA
PROD_00321,Multi-channeled static portal,Books,BrandB,32.75,22.75,856,7.49,2.5,4585,2024-05-04,False,South Korea
PROD_00322,Team-oriented optimizing complexity,Books,BrandD,16.76,12.41,14,8.21,1.2,1129,2024-05-06,False,Japan
PROD_00323,Re-contextualized exuding groupware,Automotive,BrandC,693.1,517.64,168,5.37,3.9,96,2023-05-22,False,Germany
PROD_00324,De-engineered methodical collaboration,Beauty,BrandE,51.24,38.91,455,6.38,4.1,2129,2023-07-07,True,China
PROD_00325,Cloned holistic utilization,Clothing,BrandA,121.8,96.22,434,1.17,1.5,2481,2024-08-02,False,USA
PROD_00326,Compatible multi-tasking application,Clothing,BrandD,35.84,27.01,44,1.37,4.4,2129,2023-09-16,True,Japan
PROD_00327,Persevering optimal framework,Automotive,BrandB,364.7,230.29,886,0.31,3.9,243,2025-04-16,False,USA
PROD_00328,Adaptive static contingency,Clothing,BrandB,256.0,199.02,877,0.6,3.8,3343,2023-02-23,False,China
PROD_00329,Sharable human-resource website,Automotive,BrandC,443.36,286.66,826,1.62,2.2,1369,2023-09-06,False,Japan
PROD_00330,De-engineered incremental leverage,Books,BrandC,36.79,28.25,26,8.66,1.1,2790,2022-08-04,False,China
PROD_00331,Fundamental multimedia pricing structure,Automotive,Generic,176.24,120.39,902,4.11,2.6,3964,2023-03-16,False,China
PROD_00332,Mandatory transitional methodology,Beauty,Generic,183.35,127.13,632,9.34,3.3,1150,2023-07-16,False,South Korea
PROD_00333,Cross-group demand-driven complexity,Electronics,BrandC,521.08,378.62,369,1.41,1.7,3776,2025-02-05,False,Japan
PROD_00334,Focused user-facing service-desk,Sports,BrandD,476.96,300.63,207,3.57,1.0,4520,2023-03-09,False,Germany
PROD_00335,Managed intermediate complexity,Books,Generic,42.2,29.82,949,5.27,3.8,4233,2024-07-22,False,Japan
PROD_00336,Expanded cohesive hardware,Beauty,BrandC,102.31,81.13,709,5.83,2.3,2258,2022-10-20,False,Germany
PROD_00337,Persistent incremental circuit,Automotive,BrandB,550.86,392.35,673,0.58,3.3,4147,2023-06-25,False,Japan
PROD_00338,Optimized leadingedge contingency,Electronics,BrandA,1844.97,1472.72,934,3.47,4.3,2887,2022-09-18,True,South Korea
PROD_00339,Intuitive multi-tasking time-frame,Beauty,BrandA,22.56,16.35,778,2.95,2.8,4062,2023-06-22,False,South Korea
PROD_00340,Fully-configurable regional interface,Automotive,Generic,464.09,357.5,267,3.75,3.8,999,2024-11-10,False,Japan
PROD_00341,Sharable regional collaboration,Home & Garden,BrandA,347.88,277.44,62,2.99,3.3,496,2024-02-13,False,China
PROD_00342,Fully-configurable zero-defect software,Clothing,Generic,105.08,75.27,440,1.39,3.8,4388,2024-06-13,False,China
PROD_00343,Monitored asynchronous policy,Automotive,BrandD,233.25,141.28,938,7.13,1.3,1696,2022-08-12,False,South Korea
PROD_00344,Team-oriented mission-critical capability,Books,BrandA,28.03,20.64,261,8.07,3.4,3392,2024-08-17,False,Japan
PROD_00345,Organic disintermediate projection,Automotive,Generic,1142.3,798.76,841,6.68,1.3,3196,2023-02-25,False,Japan
PROD_00346,Upgradable motivating concept,Books,BrandB,21.03,15.28,904,8.5,3.6,4492,2022-12-26,False,Japan
PROD_00347,Function-based high-level time-frame,Clothing,Generic,68.91,46.45,292,1.85,4.9,1754,2023-10-24,True,Germany
PROD_00348,Reactive foreground array,Sports,BrandA,535.49,385.09,260,5.25,1.7,1320,2024-10-27,False,USA
PROD_00349,Assimilated zero tolerance Internet solution,Books,BrandC,24.92,16.73,446,3.03,2.4,4504,2025-04-25,False,South Korea
PROD_00350,Compatible tertiary methodology,Clothing,BrandD,207.74,136.22,886,1.27,4.8,2641,2024-04-30,True,China
PROD_00351,Synergistic system-worthy framework,Automotive,BrandB,774.61,555.11,816,5.83,1.8,3539,2023-11-21,False,Japan
PROD_00352,Persevering multi-tasking service-desk,Books,BrandA,39.22,26.05,668,1.91,4.8,3796,2024-01-29,True,Japan
PROD_00353,Business-focused 5thgeneration Local Area Network,Beauty,Generic,51.08,35.68,617,2.39,2.5,150,2025-02-13,False,South Korea
PROD_00354,Inverse fresh-thinking benchmark,Clothing,BrandE,220.59,168.37,833,1.02,4.3,2633,2024-06-10,True,Japan
PROD_00355,User-friendly even-keeled project,Beauty,BrandE,126.16,97.7,387,8.32,3.5,2647,2024-10-20,False,USA
PROD_00356,Centralized asymmetric hierarchy,Beauty,BrandA,108.91,79.79,494,3.37,1.8,3071,2022-10-09,False,South Korea
PROD_00357,Compatible intermediate emulation,Automotive,BrandD,1170.15,745.41,526,2.98,2.1,542,2025-01-19,False,Japan
PROD_00358,Innovative fault-tolerant solution,Electronics,BrandA,657.73,455.35,8,4.5,2.1,1777,2022-10-15,False,Germany
PROD_00359,Future-proofed exuding neural-net,Clothing,BrandE,252.01,183.42,414,1.65,1.1,4004,2025-05-04,False,USA
PROD_00360,Inverse demand-driven protocol,Clothing,BrandA,297.97,196.78,150,1.65,4.7,2051,2024-10-25,True,South Korea
PROD_00361,Customizable disintermediate complexity,Beauty,BrandE,198.12,149.5,180,7.52,1.2,607,2023-04-17,False,Germany
PROD_00362,Multi-layered directional secured line,Home & Garden,BrandE,208.81,160.21,218,1.74,1.7,3238,2023-11-17,False,USA
PROD_00363,Customer-focused local interface,Automotive,BrandD,332.61,228.89,843,7.26,3.2,2189,2025-03-16,False,Japan
PROD_00364,Right-sized interactive strategy,Beauty,BrandA,147.06,108.73,782,5.19,1.4,361,2024-05-19,False,China
PROD_00365,Virtual intangible moderator,Beauty,BrandC,120.46,86.11,178,1.3,3.8,2919,2024-11-11,False,USA
PROD_00366,Distributed responsive capability,Clothing,Generic,236.1,161.61,992,1.14,4.7,2395,2024-09-25,True,China
PROD_00367,Monitored background methodology,Automotive,BrandB,651.65,434.57,851,4.53,2.0,2317,2025-01-20,False,China
PROD_00368,Right-sized intermediate definition,Clothing,Generic,233.04,176.92,385,0.39,1.1,660,2025-03-11,False,China
PROD_00369,Digitized secondary analyzer,Home & Garden,BrandE,394.82,245.83,662,5.04,2.4,3258,2022-12-10,False,Germany
PROD_00370,Cloned composite Internet solution,Books,BrandD,36.26,24.16,528,4.37,2.4,162,2022-11-02,False,China
PROD_00371,Public-key 5thgeneration protocol,Home & Garden,BrandA,93.22,69.34,413,3.36,2.4,2684,2022-07-28,False,USA
PROD_00372,Right-sized mobile solution,Books,BrandE,30.13,22.87,310,7.72,3.7,49,2023-12-15,False,Germany
PROD_00373,Polarized radical service-desk,Electronics,BrandC,989.21,616.73,915,0.85,2.0,2659,2025-04-13,False,South Korea
PROD_00374,Inverse optimizing hardware,Electronics,BrandB,280.1,170.81,866,1.37,2.6,2619,2023-02-13,False,USA
PROD_00375,Focused asymmetric migration,Automotive,Generic,1377.93,944.94,751,9.95,2.2,2541,2025-06-07,False,Germany
PROD_00376,Operative demand-driven architecture,Electronics,Generic,108.32,72.64,577,0.37,2.1,1530,2023-12-02,False,Germany
PROD_00377,Exclusive client-server info-mediaries,Sports,BrandE,689.83,547.26,515,4.75,3.1,1927,2022-12-03,False,Germany
PROD_00378,Object-based system-worthy initiative,Automotive,Generic,965.36,694.39,739,7.61,4.9,2381,2024-04-05,True,Japan
PROD_00379,Seamless stable application,Sports,BrandA,263.5,164.22,524,8.97,1.1,3360,2024-03-28,False,South Korea
PROD_00380,Optional mobile circuit,Electronics,BrandB,789.46,528.84,136,0.56,4.3,4947,2023-09-26,True,Germany
PROD_00381,Automated fault-tolerant utilization,Clothing,BrandD,265.17,172.98,387,0.43,3.8,300,2024-11-12,False,China
PROD_00382,Multi-tiered asymmetric extranet,Automotive,Generic,329.79,258.12,465,4.07,2.9,29,2022-10-03,False,Germany
PROD_00383,Sharable reciprocal hardware,Automotive,Generic,1459.87,1115.26,560,2.79,1.1,3212,2025-04-18,False,USA
PROD_00384,Inverse needs-based architecture,Beauty,BrandE,155.16,109.59,672,4.99,4.4,4466,2022-10-12,True,China
PROD_00385,Phased incremental secured line,Electronics,BrandD,181.45,114.63,283,4.1,1.3,3263,2025-01-01,False,South Korea
PROD_00386,Diverse 24hour strategy,Home & Garden,BrandD,266.09,160.4,28,1.69,4.7,3270,2023-09-16,True,Germany
PROD_00387,Centralized multimedia instruction set,Electronics,BrandE,1681.27,1189.52,872,1.6,2.2,4219,2022-12-07,False,USA
PROD_00388,Reverse-engineered systematic Graphical User Interface,Home & Garden,BrandD,54.67,33.27,270,4.41,1.3,2693,2022-09-12,False,China
PROD_00389,Customer-focused local knowledge user,Sports,BrandA,628.79,430.58,639,7.66,2.0,85,2025-06-25,False,Japan
PROD_00390,Switchable asymmetric approach,Sports,BrandD,799.88,580.22,118,6.29,4.7,300,2024-11-13,True,USA
PROD_00391,Mandatory cohesive data-warehouse,Home & Garden,Generic,70.52,54.5,563,7.53,2.2,4769,2024-03-14,False,USA
PROD_00392,Re-engineered real-time productivity,Books,BrandD,35.26,27.94,804,9.35,2.9,1507,2025-03-07,False,Germany
PROD_00393,Reduced empowering model,Beauty,BrandA,160.0,100.97,43,6.54,1.4,2727,2022-12-24,False,Germany
PROD_00394,Digitized mobile solution,Clothing,BrandD,151.58,106.52,191,0.21,3.2,1318,2025-02-12,False,USA
PROD_00395,Switchable logistical protocol,Beauty,BrandA,158.37,120.31,936,9.13,4.3,3210,2023-11-15,True,Japan
PROD_00396,Digitized high-level extranet,Automotive,Generic,843.38,559.75,442,1.18,1.7,3230,2025-01-12,False,South Korea
PROD_00397,Seamless client-driven Graphical User Interface,Clothing,BrandA,171.87,134.56,162,0.6,4.2,4683,2024-11-06,True,South Korea
PROD_00398,Monitored analyzing capability,Automotive,BrandE,1315.13,921.14,763,7.28,2.8,2511,2023-12-31,False,Japan
PROD_00399,Open-architected 3rdgeneration support,Beauty,BrandA,96.79,58.83,605,7.65,2.4,3024,2023-07-23,False,Japan
PROD_00400,Inverse radical Graphic Interface,Home & Garden,BrandE,70.03,45.61,663,4.75,1.9,240,2023-04-05,False,South Korea
PROD_00401,Persevering tangible artificial intelligence,Clothing,BrandB,264.2,184.22,431,1.86,2.3,2889,2023-07-23,False,Japan
PROD_00402,Secured systematic initiative,Home & Garden,BrandC,55.05,34.53,51,4.98,4.6,35,2025-02-23,False,Japan
PROD_00403,Pre-emptive disintermediate structure,Clothing,BrandC,10.99,7.13,402,1.12,2.0,332,2022-10-13,False,South Korea
PROD_00404,Synergistic 6thgeneration implementation,Beauty,BrandD,37.87,29.25,399,8.65,3.0,4160,2023-10-30,False,Germany
PROD_00405,Future-proofed demand-driven pricing structure,Automotive,BrandA,786.88,594.54,561,5.44,1.0,4147,2025-06-18,False,South Korea
PROD_00406,Focused systematic Graphical User Interface,Automotive,BrandD,985.92,631.92,96,0.44,1.4,4389,2024-12-02,False,Japan
PROD_00407,Realigned client-server workforce,Home & Garden,BrandD,92.83,72.45,392,5.82,1.2,4743,2023-08-24,False,China
PROD_00408,Adaptive uniform capacity,Automotive,BrandE,646.48,513.61,813,4.92,1.0,629,2022-10-27,False,USA
PROD_00409,Profit-focused static firmware,Home & Garden,BrandB,173.13,121.79,202,8.01,3.8,679,2024-05-11,False,China
PROD_00410,Switchable multi-state forecast,Books,BrandE,27.99,21.21,794,8.1,4.0,316,2024-04-25,False,South Korea
PROD_00411,Grass-roots background policy,Clothing,BrandE,91.18,61.74,887,1.82,4.3,1783,2022-09-01,True,Japan
PROD_00412,Implemented actuating policy,Home & Garden,Generic,62.5,39.09,233,5.53,2.2,3006,2023-08-27,False,Germany
PROD_00413,Visionary optimizing analyzer,Clothing,BrandA,226.44,158.28,784,1.1,4.8,2028,2025-01-16,True,Germany
PROD_00414,Optimized object-oriented array,Beauty,BrandD,40.29,26.85,310,8.44,4.3,4338,2023-07-08,True,South Korea
PROD_00415,Organic 3rdgeneration help-desk,Electronics,BrandD,1074.08,823.41,871,0.57,4.6,3115,2024-11-05,True,China
PROD_00416,Upgradable 6thgeneration synergy,Sports,BrandB,564.81,373.0,146,7.54,1.7,3462,2023-05-01,False,China
PROD_00417,Future-proofed intermediate task-force,Clothing,BrandB,169.73,115.06,996,0.65,4.4,3509,2024-03-19,True,South Korea
PROD_00418,Digitized tertiary customer loyalty,Sports,BrandD,485.93,315.18,625,7.4,2.1,2994,2023-08-16,False,Japan
PROD_00419,Fully-configurable solution-oriented analyzer,Books,BrandD,43.02,26.97,659,8.29,4.3,3659,2023-03-20,True,Japan
PROD_00420,Up-sized systematic service-desk,Books,BrandE,8.42,6.18,523,9.04,2.2,3361,2022-09-01,False,South Korea
PROD_00421,Decentralized 24/7 structure,Automotive,BrandC,621.33,382.13,98,8.16,2.3,454,2024-11-22,False,Germany
PROD_00422,Distributed incremental throughput,Books,BrandB,22.8,16.87,870,5.55,2.7,3104,2023-07-04,False,Germany
PROD_00423,Organized systematic solution,Sports,BrandA,156.45,115.51,730,2.4,1.4,1021,2025-05-06,False,China
PROD_00424,Automated background artificial intelligence,Home & Garden,BrandB,362.7,246.23,436,7.77,3.8,399,2023-04-04,False,Japan
PROD_00425,Proactive modular neural-net,Sports,BrandC,665.31,505.28,618,2.91,1.7,2646,2025-07-01,False,China
PROD_00426,Open-architected national analyzer,Sports,BrandB,544.66,432.3,629,0.33,3.9,2486,2024-07-10,False,USA
PROD_00427,Programmable scalable productivity,Automotive,BrandB,1319.51,847.03,672,2.95,4.7,3499,2023-01-01,True,China
PROD_00428,Operative leadingedge methodology,Beauty,BrandE,152.75,107.93,169,0.48,3.0,2826,2022-08-01,False,Japan
PROD_00429,Programmable well-modulated productivity,Automotive,BrandD,1090.52,846.33,207,9.16,1.7,4795,2024-05-15,False,Japan
PROD_00430,Total 24hour data-warehouse,Clothing,BrandE,31.27,23.46,43,1.23,1.4,597,2024-11-09,False,China
PROD_00431,Multi-lateral transitional projection,Automotive,BrandC,178.55,134.91,99,5.79,2.0,859,2024-12-05,False,USA
PROD_00432,Public-key holistic encryption,Automotive,BrandD,625.66,427.81,80,6.03,4.4,1870,2025-02-18,True,China
PROD_00433,De-engineered encompassing matrices,Electronics,Generic,1572.61,1075.41,768,0.21,3.2,2010,2024-10-12,False,Japan
PROD_00434,Ameliorated 5thgeneration application,Automotive,BrandC,26.95,16.63,913,4.9,2.9,152,2023-03-30,False,Germany
PROD_00435,Implemented attitude-oriented architecture,Home & Garden,BrandD,401.17,311.87,581,4.9,1.1,3014,2023-05-27,False,China
PROD_00436,Reactive encompassing support,Clothing,BrandE,183.52,125.24,956,1.86,1.9,300,2022-09-19,False,USA
PROD_00437,Customizable disintermediate instruction set,Books,BrandC,20.84,13.16,915,6.39,2.7,2817,2023-03-08,False,Germany
PROD_00438,Cloned discrete infrastructure,Automotive,BrandC,424.37,330.21,464,1.38,2.1,3568,2023-07-29,False,South Korea
PROD_00439,Programmable bi-directional knowledgebase,Home & Garden,BrandC,426.81,277.51,245,4.26,4.7,1903,2023-06-25,True,Japan
PROD_00440,Mandatory heuristic extranet,Clothing,BrandE,237.87,145.65,595,0.99,2.1,1514,2024-05-02,False,Germany
